dialogue_id,turn,misc,family
682,turn 1,not_evidenced,C
682,turn 2,not_evidenced,C
682,turn 3,absent,C
682,turn 4,absent,C
683,turn 1,present,F
683,turn 2,not_evidenced,F
683,turn 3,not_evidenced,F
683,turn 4,present,F
683,turn 5,present,F
683,turn 6,present,F
684,turn 1,present,A
684,turn 2,present,A
684,turn 3,absent,A
684,turn 4,present,A
684,turn 5,absent,A
685,turn 1,absent,C
685,turn 2,absent,C
685,turn 3,absent,C
685,turn 4,present,C
685,turn 5,present,C
685,turn 6,present,C
685,turn 7,absent,C
686,turn 1,present,D
686,turn 2,present,D
686,turn 3,absent,D
687,turn 1,not_evidenced,A
687,turn 2,not_evidenced,A
687,turn 3,absent,A
687,turn 4,present,A
687,turn 5,not_evidenced,A
687,turn 6,not_evidenced,A
687,turn 7,not_evidenced,A
687,turn 8,present,A
687,turn 9,not_evidenced,A
687,turn 10,absent,A
688,turn 1,present,F
688,turn 2,present,F
688,turn 3,absent,F
688,turn 4,present,F
688,turn 5,present,F
688,turn 6,present,F
688,turn 7,absent,F
689,turn 1,present,B
689,turn 2,absent,B
690,turn 1,present,E
690,turn 2,present,E
690,turn 3,present,E
690,turn 4,present,E
690,turn 5,absent,E
690,turn 6,absent,E
690,turn 7,absent,E
690,turn 8,absent,E
691,turn 1,present,B
691,turn 2,absent,B
692,turn 1,present,E
692,turn 2,present,E
692,turn 3,absent,E
692,turn 4,absent,E
692,turn 5,absent,E
693,turn 1,present,D
693,turn 2,not_evidenced,D
693,turn 3,present,D
693,turn 4,not_evidenced,D
693,turn 5,present,D
693,turn 6,present,D
693,turn 7,present,D
693,turn 8,not_evidenced,D
694,turn 1,present,A
694,turn 2,absent,A
694,turn 3,present,A
694,turn 4,absent,A
694,turn 5,not_evidenced,A
695,turn 1,present,B
695,turn 2,absent,B
695,turn 3,absent,B
695,turn 4,present,B
695,turn 5,absent,B
695,turn 6,not_evidenced,B
696,turn 1,present,F
696,turn 2,present,F
696,turn 3,present,F
696,turn 4,present,F
696,turn 5,present,F
696,turn 6,present,F
696,turn 7,present,F
696,turn 8,absent,F
696,turn 9,not_evidenced,F
697,turn 1,present,E
697,turn 2,not_evidenced,E
697,turn 3,present,E
697,turn 4,present,E
697,turn 5,absent,E
697,turn 6,absent,E
697,turn 7,present,E
697,turn 8,absent,E
698,turn 1,present,D
698,turn 2,present,D
698,turn 3,not_evidenced,D
698,turn 4,absent,D
698,turn 5,not_evidenced,D
698,turn 6,not_evidenced,D
698,turn 7,absent,D
698,turn 8,absent,D
698,turn 9,absent,D
698,turn 10,absent,D
698,turn 11,present,D
699,turn 1,present,C
699,turn 2,absent,C
699,turn 3,not_evidenced,C
700,turn 1,present,B
700,turn 2,absent,B
700,turn 3,absent,B
701,turn 1,present,B
701,turn 2,present,B
701,turn 3,present,B
701,turn 4,absent,B
701,turn 5,not_evidenced,B
702,turn 1,present,D
702,turn 2,present,D
702,turn 3,absent,D
702,turn 4,present,D
702,turn 5,present,D
702,turn 6,present,D
702,turn 7,absent,D
702,turn 8,present,D
702,turn 9,absent,D
702,turn 10,absent,D
703,turn 1,present,E
703,turn 2,absent,E
703,turn 3,not_evidenced,E
703,turn 4,not_evidenced,E
704,turn 1,present,A
704,turn 2,not_evidenced,A
704,turn 3,present,A
704,turn 4,present,A
704,turn 5,absent,A
704,turn 6,absent,A
704,turn 7,present,A
704,turn 8,present,A
704,turn 9,absent,A
704,turn 10,absent,A
704,turn 11,not_evidenced,A
705,turn 1,present,D
705,turn 2,present,D
705,turn 3,absent,D
705,turn 4,not_evidenced,D
706,turn 1,present,A
706,turn 2,present,A
706,turn 3,present,A
706,turn 4,absent,A
706,turn 5,present,A
706,turn 6,present,A
706,turn 7,absent,A
706,turn 8,absent,A
707,turn 1,present,F
707,turn 2,present,F
707,turn 3,present,F
707,turn 4,absent,F
707,turn 5,not_evidenced,F
708,turn 1,present,F
708,turn 2,present,F
708,turn 3,present,F
708,turn 4,not_evidenced,F
708,turn 5,present,F
708,turn 6,absent,F
708,turn 7,not_evidenced,F
708,turn 8,present,F
708,turn 9,present,F
708,turn 10,not_evidenced,F
708,turn 11,not_evidenced,F
708,turn 12,absent,F
708,turn 13,present,F
708,turn 14,absent,F
709,turn 1,present,B
709,turn 2,absent,B
709,turn 3,not_evidenced,B
710,turn 1,present,A
710,turn 2,present,A
710,turn 3,present,A
710,turn 4,absent,A
710,turn 5,not_evidenced,A
710,turn 6,absent,A
711,turn 1,present,E
711,turn 2,absent,E
711,turn 3,not_evidenced,E
711,turn 4,absent,E
711,turn 5,present,E
711,turn 6,present,E
711,turn 7,present,E
711,turn 8,absent,E
711,turn 9,absent,E
712,turn 1,present,E
712,turn 2,present,E
712,turn 3,absent,E
712,turn 4,absent,E
712,turn 5,absent,E
713,turn 1,present,F
713,turn 2,present,F
713,turn 3,present,F
713,turn 4,absent,F
713,turn 5,present,F
713,turn 6,present,F
713,turn 7,absent,F
713,turn 8,absent,F
713,turn 9,absent,F
713,turn 10,absent,F
714,turn 1,present,A
714,turn 2,absent,A
715,turn 1,present,A
715,turn 2,absent,A
715,turn 3,absent,A
715,turn 4,absent,A
715,turn 5,absent,A
716,turn 1,present,A
716,turn 2,not_evidenced,A
716,turn 3,absent,A
716,turn 4,not_evidenced,A
716,turn 5,absent,A
716,turn 6,absent,A
716,turn 7,absent,A
717,turn 1,present,A
717,turn 2,absent,A
717,turn 3,not_evidenced,A
718,turn 1,present,B
718,turn 2,absent,B
719,turn 1,present,C
719,turn 2,absent,C
720,turn 1,present,E
720,turn 2,present,E
720,turn 3,not_evidenced,E
720,turn 4,absent,E
720,turn 5,present,E
720,turn 6,present,E
720,turn 7,absent,E
721,turn 1,present,B
721,turn 2,present,B
721,turn 3,present,B
721,turn 4,absent,B
721,turn 5,present,B
721,turn 6,absent,B
721,turn 7,not_evidenced,B
722,turn 1,present,E
722,turn 2,absent,E
723,turn 1,present,D
723,turn 2,present,D
723,turn 3,absent,D
723,turn 4,absent,D
724,turn 1,present,F
724,turn 2,present,F
724,turn 3,present,F
724,turn 4,present,F
724,turn 5,present,F
724,turn 6,not_evidenced,F
724,turn 7,absent,F
725,turn 1,present,D
725,turn 2,present,D
725,turn 3,present,D
725,turn 4,absent,D
725,turn 5,present,D
725,turn 6,absent,D
726,turn 1,present,B
726,turn 2,present,B
726,turn 3,absent,B
726,turn 4,present,B
726,turn 5,present,B
726,turn 6,present,B
726,turn 7,absent,B
727,turn 1,present,D
727,turn 2,present,D
727,turn 3,absent,D
727,turn 4,absent,D
727,turn 5,present,D
727,turn 6,present,D
727,turn 7,absent,D
727,turn 8,not_evidenced,D
728,turn 1,present,F
728,turn 2,present,F
728,turn 3,present,F
728,turn 4,absent,F
729,turn 1,present,B
729,turn 2,absent,B
730,turn 1,present,B
730,turn 2,present,B
730,turn 3,present,B
730,turn 4,present,B
730,turn 5,present,B
730,turn 6,not_evidenced,B
731,turn 1,present,A
731,turn 2,present,A
731,turn 3,absent,A
731,turn 4,absent,A
731,turn 5,present,A
731,turn 6,absent,A
731,turn 7,not_evidenced,A
732,turn 1,present,E
732,turn 2,present,E
732,turn 3,present,E
732,turn 4,present,E
732,turn 5,not_evidenced,E
732,turn 6,present,E
733,turn 1,present,E
733,turn 2,present,E
733,turn 3,absent,E
733,turn 4,absent,E
733,turn 5,absent,E
733,turn 6,not_evidenced,E
734,turn 1,present,F
734,turn 2,present,F
734,turn 3,not_evidenced,F
734,turn 4,absent,F
734,turn 5,present,F
734,turn 6,present,F
734,turn 7,present,F
734,turn 8,present,F
734,turn 9,present,F
734,turn 10,present,F
734,turn 11,present,F
734,turn 12,present,F
734,turn 13,absent,F
734,turn 14,present,F
734,turn 15,present,F
734,turn 16,present,F
734,turn 17,present,F
734,turn 18,present,F
734,turn 19,present,F
734,turn 20,absent,F
734,turn 21,present,F
734,turn 22,present,F
735,turn 1,present,C
735,turn 2,present,C
735,turn 3,absent,C
736,turn 1,present,E
736,turn 2,not_evidenced,E
736,turn 3,present,E
736,turn 4,absent,E
736,turn 5,absent,E
736,turn 6,present,E
736,turn 7,absent,E
736,turn 8,absent,E
737,turn 1,present,F
737,turn 2,present,F
737,turn 3,present,F
737,turn 4,absent,F
737,turn 5,not_evidenced,F
738,turn 1,present,E
738,turn 2,present,E
738,turn 3,not_evidenced,E
738,turn 4,absent,E
738,turn 5,absent,E
739,turn 1,present,E
739,turn 2,present,E
739,turn 3,absent,E
740,turn 1,present,F
740,turn 2,not_evidenced,F
740,turn 3,not_evidenced,F
740,turn 4,absent,F
740,turn 5,not_evidenced,F
740,turn 6,absent,F
741,turn 1,present,F
741,turn 2,absent,F
741,turn 3,present,F
741,turn 4,present,F
741,turn 5,absent,F
741,turn 6,absent,F
742,turn 1,present,D
742,turn 2,not_evidenced,D
742,turn 3,absent,D
742,turn 4,present,D
742,turn 5,not_evidenced,D
742,turn 6,not_evidenced,D
742,turn 7,absent,D
742,turn 8,absent,D
743,turn 1,present,A
743,turn 2,present,A
743,turn 3,present,A
743,turn 4,present,A
743,turn 5,not_evidenced,A
743,turn 6,not_evidenced,A
743,turn 7,absent,A
743,turn 8,not_evidenced,A
744,turn 1,present,B
744,turn 2,not_evidenced,B
744,turn 3,not_evidenced,B
744,turn 4,present,B
744,turn 5,absent,B
744,turn 6,absent,B
744,turn 7,not_evidenced,B
745,turn 1,present,A
745,turn 2,present,A
745,turn 3,present,A
745,turn 4,absent,A
745,turn 5,present,A
745,turn 6,not_evidenced,A
745,turn 7,not_evidenced,A
745,turn 8,absent,A
745,turn 9,not_evidenced,A
746,turn 1,present,E
746,turn 2,present,E
746,turn 3,present,E
746,turn 4,present,E
746,turn 5,absent,E
746,turn 6,present,E
746,turn 7,present,E
747,turn 1,present,F
747,turn 2,present,F
747,turn 3,absent,F
747,turn 4,absent,F
747,turn 5,absent,F
747,turn 6,absent,F
748,turn 1,present,F
748,turn 2,absent,F
748,turn 3,absent,F
748,turn 4,absent,F
748,turn 5,absent,F
748,turn 6,not_evidenced,F
748,turn 7,absent,F
748,turn 8,absent,F
748,turn 9,absent,F
749,turn 1,present,F
749,turn 2,present,F
749,turn 3,present,F
750,turn 1,present,B
750,turn 2,present,B
750,turn 3,present,B
750,turn 4,present,B
750,turn 5,present,B
750,turn 6,absent,B
750,turn 7,present,B
750,turn 8,present,B
750,turn 9,present,B
750,turn 10,absent,B
751,turn 1,present,A
751,turn 2,present,A
751,turn 3,present,A
751,turn 4,present,A
751,turn 5,present,A
751,turn 6,absent,A
752,turn 1,present,C
752,turn 2,absent,C
753,turn 1,absent,E
753,turn 2,absent,E
753,turn 3,absent,E
753,turn 4,not_evidenced,E
753,turn 5,absent,E
754,turn 1,present,B
754,turn 2,present,B
754,turn 3,absent,B
754,turn 4,present,B
754,turn 5,not_evidenced,B
755,turn 1,absent,B
755,turn 2,absent,B
755,turn 3,not_evidenced,B
756,turn 1,present,C
756,turn 2,present,C
756,turn 3,present,C
756,turn 4,present,C
756,turn 5,present,C
756,turn 6,present,C
756,turn 7,present,C
756,turn 8,absent,C
756,turn 9,not_evidenced,C
757,turn 1,present,A
757,turn 2,not_evidenced,A
757,turn 3,absent,A
757,turn 4,absent,A
757,turn 5,not_evidenced,A
758,turn 1,present,B
758,turn 2,present,B
758,turn 3,present,B
758,turn 4,present,B
759,turn 1,present,B
759,turn 2,present,B
759,turn 3,present,B
759,turn 4,present,B
759,turn 5,absent,B
759,turn 6,absent,B
759,turn 7,absent,B
760,turn 1,present,C
760,turn 2,not_evidenced,C
760,turn 3,not_evidenced,C
760,turn 4,present,C
760,turn 5,absent,C
760,turn 6,not_evidenced,C
761,turn 1,absent,B
761,turn 2,absent,B
761,turn 3,not_evidenced,B
762,turn 1,present,C
762,turn 2,absent,C
762,turn 3,absent,C
762,turn 4,absent,C
762,turn 5,absent,C
763,turn 1,present,D
763,turn 2,present,D
763,turn 3,absent,D
763,turn 4,absent,D
763,turn 5,absent,D
764,turn 1,present,B
764,turn 2,absent,B
764,turn 3,present,B
764,turn 4,present,B
764,turn 5,present,B
764,turn 6,absent,B
764,turn 7,not_evidenced,B
764,turn 8,not_evidenced,B
765,turn 1,present,B
765,turn 2,absent,B
765,turn 3,absent,B
765,turn 4,absent,B
766,turn 1,present,A
766,turn 2,absent,A
767,turn 1,present,B
767,turn 2,absent,B
767,turn 3,not_evidenced,B
767,turn 4,present,B
767,turn 5,present,B
767,turn 6,present,B
767,turn 7,present,B
767,turn 8,present,B
767,turn 9,absent,B
768,turn 1,present,A
768,turn 2,not_evidenced,A
768,turn 3,present,A
768,turn 4,absent,A
768,turn 5,absent,A
768,turn 6,present,A
768,turn 7,absent,A
769,turn 1,present,B
769,turn 2,not_evidenced,B
769,turn 3,present,B
769,turn 4,absent,B
769,turn 5,present,B
769,turn 6,absent,B
770,turn 1,present,A
770,turn 2,absent,A
771,turn 1,present,A
771,turn 2,present,A
771,turn 3,present,A
771,turn 4,present,A
771,turn 5,present,A
771,turn 6,present,A
771,turn 7,present,A
771,turn 8,present,A
771,turn 9,present,A
772,turn 1,present,A
772,turn 2,present,A
772,turn 3,present,A
772,turn 4,present,A
772,turn 5,present,A
772,turn 6,present,A
772,turn 7,present,A
772,turn 8,absent,A
772,turn 9,present,A
772,turn 10,absent,A
774,turn 1,absent,D
774,turn 2,absent,D
774,turn 3,present,D
774,turn 4,present,D
774,turn 5,absent,D
775,turn 1,absent,E
775,turn 2,absent,E
776,turn 1,absent,F
776,turn 2,absent,F
776,turn 3,absent,F
776,turn 4,present,F
776,turn 5,absent,F
776,turn 6,present,F
776,turn 7,present,F
776,turn 8,absent,F
776,turn 9,absent,F
776,turn 10,present,F
777,turn 1,absent,D
777,turn 2,present,D
777,turn 3,absent,D
777,turn 4,absent,D
777,turn 5,present,D
777,turn 6,absent,D
778,turn 1,absent,A
778,turn 2,present,A
778,turn 3,absent,A
778,turn 4,present,A
778,turn 5,present,A
778,turn 6,present,A
778,turn 7,present,A
778,turn 8,present,A
778,turn 9,present,A
779,turn 1,present,F
779,turn 2,present,F
779,turn 3,present,F
779,turn 4,absent,F
780,turn 1,absent,B
780,turn 2,present,B
780,turn 3,not_evidenced,B
780,turn 4,absent,B
781,turn 1,present,E
781,turn 2,not_evidenced,E
781,turn 3,absent,E
781,turn 4,absent,E
781,turn 5,absent,E
782,turn 1,present,D
782,turn 2,not_evidenced,D
782,turn 3,not_evidenced,D
782,turn 4,not_evidenced,D
782,turn 5,present,D
782,turn 6,absent,D
783,turn 1,absent,B
783,turn 2,absent,B
783,turn 3,absent,B
784,turn 1,present,D
784,turn 2,present,D
784,turn 3,absent,D
784,turn 4,absent,D
784,turn 5,absent,D
784,turn 6,not_evidenced,D
785,turn 1,present,C
785,turn 2,absent,C
785,turn 3,absent,C
785,turn 4,not_evidenced,C
786,turn 1,not_evidenced,B
786,turn 2,absent,B
786,turn 3,present,B
786,turn 4,present,B
786,turn 5,not_evidenced,B
786,turn 6,absent,B
786,turn 7,absent,B
786,turn 8,absent,B
787,turn 1,present,C
787,turn 2,present,C
787,turn 3,absent,C
787,turn 4,not_evidenced,C
788,turn 1,not_evidenced,F
788,turn 2,present,F
788,turn 3,present,F
788,turn 4,present,F
788,turn 5,present,F
788,turn 6,absent,F
788,turn 7,absent,F
789,turn 1,present,B
789,turn 2,absent,B
789,turn 3,not_evidenced,B
789,turn 4,absent,B
790,turn 1,present,B
790,turn 2,present,B
790,turn 3,absent,B
790,turn 4,present,B
790,turn 5,present,B
790,turn 6,present,B
790,turn 7,present,B
790,turn 8,present,B
790,turn 9,not_evidenced,B
791,turn 1,present,C
791,turn 2,present,C
791,turn 3,not_evidenced,C
791,turn 4,present,C
791,turn 5,present,C
791,turn 6,present,C
791,turn 7,present,C
791,turn 8,present,C
791,turn 9,present,C
791,turn 10,present,C
791,turn 11,present,C
791,turn 12,present,C
791,turn 13,absent,C
791,turn 14,present,C
791,turn 15,absent,C
791,turn 16,present,C
792,turn 1,present,A
792,turn 2,not_evidenced,A
792,turn 3,present,A
792,turn 4,present,A
792,turn 5,present,A
792,turn 6,absent,A
792,turn 7,not_evidenced,A
793,turn 1,present,F
793,turn 2,absent,F
793,turn 3,absent,F
793,turn 4,present,F
794,turn 1,present,B
794,turn 2,present,B
794,turn 3,absent,B
794,turn 4,not_evidenced,B
795,turn 1,present,C
795,turn 2,present,C
795,turn 3,absent,C
795,turn 4,absent,C
795,turn 5,present,C
795,turn 6,absent,C
795,turn 7,present,C
795,turn 8,absent,C
795,turn 9,absent,C
796,turn 1,present,D
796,turn 2,not_evidenced,D
796,turn 3,present,D
796,turn 4,absent,D
796,turn 5,absent,D
796,turn 6,not_evidenced,D
797,turn 1,present,C
797,turn 2,present,C
797,turn 3,present,C
797,turn 4,present,C
797,turn 5,present,C
797,turn 6,present,C
798,turn 1,present,D
798,turn 2,present,D
798,turn 3,present,D
798,turn 4,present,D
799,turn 1,present,B
799,turn 2,absent,B
800,turn 1,present,F
800,turn 2,present,F
800,turn 3,present,F
800,turn 4,present,F
800,turn 5,absent,F
801,turn 1,present,E
801,turn 2,not_evidenced,E
801,turn 3,present,E
801,turn 4,absent,E
801,turn 5,present,E
801,turn 6,present,E
801,turn 7,absent,E
802,turn 1,present,E
802,turn 2,absent,E
802,turn 3,absent,E
802,turn 4,not_evidenced,E
802,turn 5,present,E
802,turn 6,not_evidenced,E
802,turn 7,present,E
802,turn 8,present,E
802,turn 9,present,E
802,turn 10,present,E
802,turn 11,not_evidenced,E
802,turn 12,present,E
802,turn 13,present,E
802,turn 14,absent,E
803,turn 1,present,A
803,turn 2,absent,A
804,turn 1,present,E
804,turn 2,absent,E
804,turn 3,not_evidenced,E
805,turn 1,present,A
805,turn 2,not_evidenced,A
805,turn 3,present,A
805,turn 4,absent,A
805,turn 5,not_evidenced,A
805,turn 6,not_evidenced,A
805,turn 7,not_evidenced,A
805,turn 8,not_evidenced,A
806,turn 1,absent,E
806,turn 2,present,E
806,turn 3,absent,E
806,turn 4,absent,E
807,turn 1,absent,F
807,turn 2,present,F
807,turn 3,present,F
808,turn 1,not_evidenced,B
808,turn 2,present,B
808,turn 3,absent,B
809,turn 1,present,A
809,turn 2,absent,A
809,turn 3,not_evidenced,A
810,turn 1,present,D
810,turn 2,present,D
810,turn 3,not_evidenced,D
810,turn 4,not_evidenced,D
810,turn 5,present,D
810,turn 6,not_evidenced,D
810,turn 7,not_evidenced,D
811,turn 1,not_evidenced,E
811,turn 2,absent,E
811,turn 3,absent,E
811,turn 4,absent,E
812,turn 1,present,A
812,turn 2,present,A
812,turn 3,present,A
812,turn 4,present,A
812,turn 5,present,A
813,turn 1,present,E
813,turn 2,present,E
813,turn 3,present,E
813,turn 4,present,E
813,turn 5,absent,E
813,turn 6,absent,E
813,turn 7,present,E
813,turn 8,present,E
813,turn 9,not_evidenced,E
813,turn 10,absent,E
813,turn 11,not_evidenced,E
814,turn 1,present,D
814,turn 2,absent,D
815,turn 1,present,A
815,turn 2,present,A
815,turn 3,present,A
815,turn 4,absent,A
816,turn 1,present,D
816,turn 2,present,D
816,turn 3,present,D
816,turn 4,absent,D
816,turn 5,present,D
816,turn 6,absent,D
816,turn 7,present,D
816,turn 8,present,D
816,turn 9,absent,D
816,turn 10,absent,D
816,turn 11,absent,D
816,turn 12,not_evidenced,D
817,turn 1,present,B
817,turn 2,present,B
817,turn 3,present,B
817,turn 4,present,B
818,turn 1,present,E
818,turn 2,present,E
818,turn 3,absent,E
818,turn 4,absent,E
819,turn 1,not_evidenced,E
819,turn 2,present,E
819,turn 3,present,E
819,turn 4,present,E
819,turn 5,present,E
819,turn 6,present,E
819,turn 7,present,E
819,turn 8,present,E
819,turn 9,absent,E
820,turn 1,not_evidenced,C
820,turn 2,not_evidenced,C
820,turn 3,present,C
820,turn 4,absent,C
820,turn 5,present,C
820,turn 6,present,C
820,turn 7,present,C
820,turn 8,present,C
820,turn 9,present,C
820,turn 10,absent,C
821,turn 1,present,A
821,turn 2,absent,A
821,turn 3,absent,A
822,turn 1,present,D
822,turn 2,absent,D
822,turn 3,present,D
822,turn 4,absent,D
822,turn 5,absent,D
823,turn 1,present,A
823,turn 2,absent,A
823,turn 3,present,A
823,turn 4,absent,A
823,turn 5,present,A
823,turn 6,present,A
823,turn 7,present,A
823,turn 8,absent,A
824,turn 1,present,C
824,turn 2,not_evidenced,C
824,turn 3,absent,C
824,turn 4,not_evidenced,C
824,turn 5,present,C
824,turn 6,absent,C
825,turn 1,present,C
825,turn 2,present,C
825,turn 3,absent,C
825,turn 4,absent,C
825,turn 5,absent,C
825,turn 6,not_evidenced,C
826,turn 1,present,C
826,turn 2,absent,C
826,turn 3,absent,C
826,turn 4,present,C
826,turn 5,present,C
826,turn 6,present,C
826,turn 7,present,C
826,turn 8,present,C
826,turn 9,not_evidenced,C
827,turn 1,present,E
827,turn 2,present,E
827,turn 3,absent,E
827,turn 4,present,E
827,turn 5,present,E
827,turn 6,not_evidenced,E
827,turn 7,present,E
827,turn 8,present,E
827,turn 9,present,E
827,turn 10,present,E
828,turn 1,present,A
828,turn 2,present,A
828,turn 3,absent,A
828,turn 4,absent,A
829,turn 1,absent,B
829,turn 2,present,B
829,turn 3,present,B
829,turn 4,not_evidenced,B
829,turn 5,present,B
830,turn 1,absent,D
830,turn 2,not_evidenced,D
830,turn 3,present,D
830,turn 4,absent,D
831,turn 1,present,D
831,turn 2,present,D
831,turn 3,present,D
831,turn 4,present,D
831,turn 5,absent,D
832,turn 1,present,A
832,turn 2,present,A
832,turn 3,present,A
832,turn 4,absent,A
832,turn 5,not_evidenced,A
832,turn 6,not_evidenced,A
832,turn 7,present,A
832,turn 8,absent,A
832,turn 9,not_evidenced,A
832,turn 10,not_evidenced,A
832,turn 11,not_evidenced,A
833,turn 1,present,D
833,turn 2,not_evidenced,D
833,turn 3,not_evidenced,D
834,turn 1,present,F
834,turn 2,not_evidenced,F
835,turn 1,present,C
835,turn 2,present,C
835,turn 3,present,C
835,turn 4,absent,C
836,turn 1,present,D
836,turn 2,absent,D
836,turn 3,present,D
836,turn 4,not_evidenced,D
837,turn 1,present,B
837,turn 2,not_evidenced,B
837,turn 3,not_evidenced,B
